est,err,est_card,true_card,query_dur_ms
psample_2000,3.4781692261367056,3321,11551,62.42084503173828
psample_2000,4.231658669133376,69188,292780,62.19625473022461
psample_2000,15.144370017882581,2498291,164965,62.25419044494629
psample_2000,59.34933774834437,1208,71694,62.57343292236328
psample_2000,87.13660661255197,15153,1320381,62.48140335083008
psample_2000,1598.7857142857142,28,44766,62.249183654785156
psample_2000,65.831831592377,12541,825597,62.45994567871094
psample_2000,33.25792339969646,11201,372522,62.50143051147461
psample_2000,2.4047322935994515,598230,1438583,62.20054626464844
psample_2000,28.363258796557798,30097,853649,62.699317932128906
psample_2000,18.263754850263656,50255,917845,62.570810317993164
psample_2000,13.298273806438235,19291,256537,62.40224838256836
psample_2000,13.590400442797325,83108,1129471,62.60228157043457
psample_2000,4536.384615384615,13,58973,64.00346755981445
psample_2000,189.0,1,189,62.43133544921875
psample_2000,6.033679191430778,29781,179689,62.33358383178711
psample_2000,14.755797690681412,61490,907334,62.20412254333496
psample_2000,1258.4,5,6292,62.35694885253906
psample_2000,1688.0,1,1688,62.37292289733887
psample_2000,862.0,1,862,62.46495246887207
psample_2000,930.9774011299435,177,164783,62.264442443847656
psample_2000,33.126178983919026,162428,5380619,62.33787536621094
psample_2000,94.0,1,94,62.62850761413574
psample_2000,62.53915275994865,48718,779,62.551021575927734
psample_2000,1698.0,2,3396,62.279701232910156
psample_2000,2613.0,1,2613,62.45279312133789
psample_2000,214.0,1,214,62.61944770812988
psample_2000,4922.0,1,4922,62.27707862854004
psample_2000,19997.5,2,39995,63.32540512084961
psample_2000,4.672518914885928,85779,400804,62.369346618652344
psample_2000,36.36415391653535,19673,715392,62.24846839904785
psample_2000,1434.0,1,1434,62.204837799072266
psample_2000,6.419053690606634,501950,3222044,62.50882148742676
psample_2000,559.0,1,559,62.55626678466797
psample_2000,8396.0,1,8396,62.37220764160156
psample_2000,97.0,1,97,62.615156173706055
psample_2000,11.121185048868822,186929,2078872,62.58273124694824
psample_2000,11.546402038524862,343778,3969399,62.2103214263916
psample_2000,16.47597308556478,335582,5529040,62.43753433227539
psample_2000,4599.0,1,4599,63.63844871520996
psample_2000,33.0,1,33,62.57748603820801
psample_2000,16.0,1,16,62.61038780212402
psample_2000,58.95446083345267,6983,411679,62.43586540222168
psample_2000,117.58746920098557,8523,1002198,62.52312660217285
