,loss,model_loss,d_loss,val_loss
0,25.54094696044922,27.98087477684021,11.714687500681196,7.2594479102618985
1,23.284470558166504,25.31307816505432,11.789025017193385,7.311532833052426
2,21.522233724594116,23.24384331703186,11.766444240297588,7.327895976973324
3,20.4747474193573,22.0032217502594,11.813390289034164,7.377676822615414
4,19.54508376121521,20.87800407409668,11.991864476885116,7.459524967146664
5,18.69508981704712,19.86770009994507,12.050298367227828,7.570484020186215
6,18.106319665908813,19.15717911720276,12.151448113577706,7.713555194807797
7,17.575483322143555,18.5033061504364,12.317821570805142,7.867523052168637
8,17.241004705429077,18.09889531135559,12.379623481205531,8.02389416880682
9,16.489573001861572,17.19133162498474,12.5129417351314,8.179055072737484
10,16.205546975135803,16.81479287147522,12.753152642931257,8.364174701643734
11,16.08826744556427,16.659661293029785,12.850369044712611,8.590899326277523
12,15.674845337867737,16.122904896736145,13.135841795376368,8.900682308150081
13,15.024343729019165,15.322890400886536,13.332579101834979,9.296198703718929
14,14.719554424285889,14.86521327495575,13.894153986658367,9.860215999556331
15,14.51993477344513,14.507653832435608,14.589526840618678,10.778390743208675
16,13.877215385437012,13.646007299423218,15.187394874436515,11.620311595869808
17,13.38614809513092,12.945319890975952,15.884174346923826,12.356553890181331
18,13.164183855056763,12.586151003837585,16.439703566687445,13.384816982222347
19,12.89399003982544,12.138598203659058,17.17454559462411,13.784873821211605
