,loss,model_loss,d_loss,val_loss
0,24.487431526184082,26.722628831863403,11.821307642119272,7.040319301558285
1,23.23047161102295,25.248602151870728,11.794398988996235,7.15748963542059
2,21.448622465133667,23.156052350997925,11.773186939103264,7.164846279097348
3,20.441667318344116,21.934759378433228,11.980811289378575,7.247554637861996
4,19.427358627319336,20.730984926223755,12.040144801139832,7.386428691817074
5,18.741860151290894,19.90389919281006,12.156972834042142,7.515975810957699
6,17.96846890449524,19.003448724746704,12.103582194873265,7.6942881125934415
7,17.48083519935608,18.39422082901001,12.304983309337072,7.859541751814633
8,16.991663455963135,17.790714740753174,12.463706323078704,8.023385860396175
9,16.762709856033325,17.511166095733643,12.521454334259033,8.192211963606624
10,16.138464331626892,16.72937512397766,12.789968643869672,8.407946445418148
11,15.89890432357788,16.396545886993408,13.07893361364092,8.664583064986019
12,15.544564485549927,15.937604188919067,13.31733855179378,9.020668842268734
13,14.840887308120728,15.039665579795837,13.714476874896457,9.493432857466487
14,14.583921074867249,14.678149819374084,14.049956900732857,10.082195140791683
15,14.143531918525696,14.041276216506958,14.722979562623163,10.91382394023016
16,13.51681363582611,13.174203872680664,15.45826964718955,11.781617977095394
17,13.420530676841736,12.957553029060364,16.044070431164332,12.5219515342243
18,13.081244111061096,12.44532310962677,16.68479589053563,13.308517314863948
19,12.789916753768921,12.036123871803284,17.06141022273472,13.736972667647152
