,loss,model_loss,d_loss,val_loss
0,25.8560152053833,28.33140802383423,11.828785606792994,13.796016324057153
1,22.849862813949585,24.817246675491333,11.701351404190062,13.902902853637784
2,21.756539821624756,23.494464635849,11.908297930444991,13.921179793910277
3,20.500972747802734,22.01465106010437,11.923456719943456,14.01541115210982
4,19.47343349456787,20.80243229866028,11.94243916443416,14.170249196473417
5,18.673662424087524,19.85084557533264,12.002958229609897,14.350258621617293
6,17.908472776412964,18.917507648468018,12.190605742590769,14.60986987274772
7,17.353503465652466,18.25228762626648,12.260391933577402,14.830567641363324
8,17.352545499801636,18.240333795547485,12.321744969912938,15.029250254807284
9,16.594144344329834,17.31826376914978,12.490798984255111,15.25837379745396
10,16.41116511821747,17.082470417022705,12.607101133891515,15.523083990217167
11,15.832016468048096,16.357234716415405,12.855780856949941,15.855033896022903
12,15.660318732261658,16.120768904685974,13.051098397799903,16.313258967536942
13,15.360239744186401,15.694383978843689,13.466755356107438,16.960344379338864
14,14.883069634437561,15.058382391929626,13.889631220272609,17.86213334534619
15,14.184908747673035,14.119801759719849,14.55384850502014,19.066501707975508
16,13.671247005462646,13.404561042785645,15.182468056678772,20.37669856291735
17,13.563119292259216,13.13327956199646,15.998879875455586,21.518723902539502
18,13.061763525009155,12.441107511520386,16.578815800803046,22.661123476409934
19,12.89229428768158,12.149846076965332,17.099500826426915,23.35155814725773
