est,err,est_card,true_card,query_dur_ms
psample_2000,1.1895895484003702,9721,11564,27.574777603149414
psample_2000,20925.071428571428,14,292951,18.975019454956055
psample_2000,2.2023135487681187,77889,171536,19.67930793762207
psample_2000,2.2014799349074274,32569,71700,33.629655838012695
psample_2000,1.8292308544829878,721840,1320412,30.08723258972168
psample_2000,5.186652763295099,8631,44766,19.550561904907227
psample_2000,2.844212259633603,290286,825635,30.04288673400879
psample_2000,1.7482602146400064,213101,372556,26.924848556518555
psample_2000,1.0218944592976063,1409352,1440209,19.193172454833984
psample_2000,3.602127354350908,237008,853733,30.02190589904785
psample_2000,1.4163976769160505,648104,917973,26.621103286743164
psample_2000,3.9658130225800967,64703,256600,26.648759841918945
psample_2000,5.307548472875392,212851,1129717,23.060083389282227
psample_2000,2.2127044874681077,26652,58973,19.32978630065918
psample_2000,63.0,3,189,29.70123291015625
psample_2000,4.619064748201438,38920,179774,25.937557220458984
psample_2000,1.85523523711787,489166,907518,16.077756881713867
psample_2000,10.700680272108844,588,6292,19.55246925354004
psample_2000,6.275092936802974,269,1688,23.116350173950195
psample_2000,5.161676646706587,167,862,30.07793426513672
psample_2000,1.5434756137540862,106761,164783,19.35577392578125
psample_2000,1.8565498248874128,2898421,5381063,22.829294204711914
psample_2000,1.074468085106383,101,94,37.088632583618164
psample_2000,1.4304207119741101,1326,927,33.55979919433594
psample_2000,2.4188034188034186,1404,3396,22.690296173095703
psample_2000,1.9213235294117648,1360,2613,30.243873596191406
psample_2000,10.19047619047619,21,214,37.08600997924805
psample_2000,1.8075651854572163,2723,4922,19.140243530273438
psample_2000,1.0165463603090688,39344,39995,33.603668212890625
psample_2000,179.27179257934733,2237,401031,29.49213981628418
psample_2000,5.334824657554676,134109,715448,19.670724868774414
psample_2000,2.1276150627615062,3051,1434,19.32811737060547
psample_2000,1.7854801473797555,1805404,3223513,26.758670806884766
psample_2000,1.0017889087656529,560,559,33.63347053527832
psample_2000,6.370257966616085,1318,8396,23.050785064697266
psample_2000,1.1975308641975309,81,97,37.06836700439453
psample_2000,1139.3956164383562,1825,2079397,18.90850067138672
psample_2000,1.5336440742780817,2588866,3970399,15.755176544189453
psample_2000,1.6551064862674347,3341182,5530012,15.806198120117188
psample_2000,1.6279646017699114,2825,4599,26.563644409179688
psample_2000,3.3333333333333335,110,33,37.079811096191406
psample_2000,16.0,1,16,37.09077835083008
psample_2000,1.9600561784379538,210045,411700,26.566743850708008
psample_2000,1.63063151009889,614622,1002222,33.52046012878418
psample_2000,4.25,4,17,37.10460662841797
psample_2000,6102.0,1,6102,26.160240173339844
psample_2000,1.612605912323016,143869,232004,23.066997528076172
psample_2000,1.0070237050043898,8029,7973,26.568889617919922
psample_2000,40.0,1,40,36.550283432006836
psample_2000,2.8165898617511522,3255,9168,30.207395553588867
psample_2000,1.4165656853660276,14029,19873,26.560544967651367
psample_2000,1.434782608695652,23,33,19.110441207885742
psample_2000,10.608695652173912,690,7320,26.231765747070312
psample_2000,7.860940278998007,93334,733693,26.519775390625
psample_2000,12831.0,1,12831,22.610187530517578
psample_2000,2.116704282784028,1943759,4114363,26.263952255249023
psample_2000,134.11428571428573,70,9388,22.379636764526367
psample_2000,2.0208637225531976,854881,1727598,26.44205093383789
psample_2000,1.176272638656923,161063,189454,33.73312950134277
psample_2000,40.125,963,24,19.459247589111328
psample_2000,1.1703449320741377,79204,92696,33.15329551696777
psample_2000,2.9779346866725507,1133,3374,26.49402618408203
psample_2000,12.09942672877105,5582,67539,15.775680541992188
psample_2000,153.15458290422245,9710,1487131,19.079923629760742
psample_2000,9.755617112957832,19494,190176,26.08203887939453
psample_2000,2.0691946265379273,990944,2050456,26.139259338378906
psample_2000,1.1133221919827059,546934,491263,15.798330307006836
psample_2000,3.564910109230436,161585,576036,26.458024978637695
psample_2000,1.9806970509383377,3694,1865,19.25969123840332
psample_2000,15.625,8,125,37.03141212463379
psample_2000,3.9899362872864175,13812,55109,29.766559600830078
psample_2000,1.2835820895522387,172,134,33.5085391998291
psample_2000,2.5037466384689693,38301,95896,33.51235389709473
psample_2000,2.157907701810374,271988,586925,26.190996170043945
psample_2000,12.049929966219,24274,292500,18.854618072509766
psample_2000,769.1550387596899,129,99221,33.106327056884766
psample_2000,1.351530564432998,309461,418246,33.49637985229492
