est,err,est_card,true_card,query_dur_ms
psample_2000,1.6398645789250952,7089,11625,64.12959098815918
psample_2000,1.3735815454045335,214494,294625,62.17813491821289
psample_2000,1.1165857245128958,206732,230834,62.12973594665527
psample_2000,1.2645814232315395,56716,71722,62.3471736907959
psample_2000,1.2149225119948195,1087136,1320786,62.3021125793457
psample_2000,1.305834785328151,58457,44766,62.6528263092041
psample_2000,1.1530908700004328,716287,825944,62.536001205444336
psample_2000,1.177273588480485,316680,372819,62.261343002319336
psample_2000,1.0343920834977107,1505026,1454986,62.16263771057129
psample_2000,1.1838654302565788,721767,854475,62.33477592468262
psample_2000,1.1243187111041528,817568,919207,62.25466728210449
psample_2000,1.1031837295117137,233060,257108,62.279701232910156
psample_2000,1.0475937937315356,1080456,1131879,62.21890449523926
psample_2000,1.031268546623031,60817,58973,62.19029426574707
psample_2000,189.0,1,189,62.261343002319336
psample_2000,1.080225265123405,167092,180497,62.18600273132324
psample_2000,1.0134268291323396,897010,909054,62.07394599914551
psample_2000,1.1706046511627908,5375,6292,62.142133712768555
psample_2000,187.55555555555554,9,1688,62.210798263549805
psample_2000,1.519721577726218,1310,862,62.337398529052734
psample_2000,1.1227753400016354,146764,164783,62.296390533447266
psample_2000,1.1811810417571011,4559009,5385015,62.17145919799805
psample_2000,6.714285714285714,14,94,62.42251396179199
psample_2000,1.435837610825945,3077,2143,62.35218048095703
psample_2000,2.101295641931684,7136,3396,66.49470329284668
psample_2000,1.2935643564356436,2020,2613,62.772274017333984
psample_2000,19.454545454545453,11,214,62.711238861083984
psample_2000,1.4136529865908167,6958,4922,62.0424747467041
psample_2000,1.5949513479023767,25076,39995,62.37149238586426
psample_2000,1.118694872634623,360302,403068,62.25728988647461
psample_2000,1.2015576726537995,595889,715995,62.06560134887695
psample_2000,1.5369774919614148,933,1434,62.07680702209473
psample_2000,1.129817980237615,2864634,3236515,62.27922439575195
psample_2000,22.36,25,559,62.41750717163086
psample_2000,2.071551936836911,4053,8396,62.17050552368164
psample_2000,13.857142857142858,7,97,62.42966651916504
psample_2000,1.2027680219198067,1732862,2084231,62.02554702758789
psample_2000,1.0944779079736595,3635633,3979120,62.08300590515137
psample_2000,1.1291540192682847,4905159,5538680,62.02244758605957
psample_2000,5.656826568265683,813,4599,62.23940849304199
psample_2000,33.0,1,33,62.46614456176758
psample_2000,16.0,1,16,62.62946128845215
psample_2000,1.4881274117324006,276772,411872,62.27993965148926
psample_2000,1.2246011647126518,818571,1002423,62.349557876586914
psample_2000,17.0,1,17,63.31634521484375
psample_2000,1.2830219600131105,7829,6102,62.1943473815918
psample_2000,1.29466790872022,179273,232099,62.65592575073242
psample_2000,1.5003763643206625,5314,7973,62.27469444274902
psample_2000,40.0,1,40,62.34121322631836
psample_2000,1.4070680628272252,12900,9168,62.564849853515625
psample_2000,1.1990137372314196,23828,19873,62.28160858154297
psample_2000,33.0,1,33,62.11042404174805
psample_2000,1.1614928909952607,9803,8440,62.235116958618164
