est,err,est_card,true_card,query_dur_ms
psample_2000,1.177952274117887,9806,11551,26.589155197143555
psample_2000,3659.75,80,292780,19.10853385925293
psample_2000,1.2251022944260903,202099,164965,19.520998001098633
psample_2000,1.356633299903495,52847,71694,33.614397048950195
psample_2000,1.3780970839739113,958119,1320381,30.028581619262695
psample_2000,1.428671730388715,31334,44766,19.511938095092773
psample_2000,1.4739750337430104,560116,825597,30.05075454711914
psample_2000,1.3963692794410354,266779,372522,26.549100875854492
psample_2000,1.1861859899637353,1706427,1438583,19.16956901550293
psample_2000,1.3697020555583188,623237,853649,30.087709426879883
psample_2000,1.2142637911007745,755886,917845,26.674509048461914
psample_2000,1.1714060739776329,300509,256537,26.819229125976562
psample_2000,4.791497683731822,235724,1129471,23.086071014404297
psample_2000,1.1226964666463601,52528,58973,19.296646118164062
psample_2000,63.0,3,189,29.706239700317383
psample_2000,7.402529455384362,24274,179689,25.94304084777832
psample_2000,2.3147633662179157,391977,907334,16.021728515625
psample_2000,12.584,500,6292,19.55246925354004
psample_2000,34.44897959183673,49,1688,23.097753524780273
psample_2000,1.9930394431554523,1718,862,30.046701431274414
psample_2000,1.9696513309666392,83661,164783,19.321203231811523
psample_2000,1.3007906349980731,4136422,5380619,22.787809371948242
psample_2000,2.1595744680851063,203,94,37.09101676940918
psample_2000,3.9011553273427473,3039,779,33.60724449157715
psample_2000,1.3952341824157766,2434,3396,22.72319793701172
psample_2000,1.8852813852813852,1386,2613,30.1363468170166
psample_2000,1.2228571428571429,175,214,37.04118728637695
psample_2000,1.0688382193268187,4605,4922,19.130706787109375
psample_2000,1.1990706041073302,33355,39995,33.76436233520508
psample_2000,195.32358674463939,2052,400804,29.510021209716797
psample_2000,2.0376023583360627,351095,715392,19.469499588012695
psample_2000,717.0,2,1434,19.292831420898438
psample_2000,1.5257501147138168,2111777,3222044,26.741504669189453
psample_2000,1.256179775280899,445,559,33.77509117126465
psample_2000,1.9671977507029053,4268,8396,23.080110549926758
psample_2000,6.928571428571429,14,97,37.05739974975586
psample_2000,67.29265529407957,30893,2078872,18.94068717956543
psample_2000,1.2225467440837643,3246828,3969399,15.767812728881836
psample_2000,1.267769335979373,4361235,5529040,15.799283981323242
psample_2000,29.29299363057325,157,4599,26.537179946899414
psample_2000,1.65,20,33,37.10651397705078
psample_2000,2.6666666666666665,6,16,37.023305892944336
psample_2000,1.4985730614384414,274714,411679,26.568174362182617
psample_2000,1.537469567338448,651849,1002198,33.495187759399414
psample_2000,4.25,4,17,37.03165054321289
psample_2000,3051.0,2,6102,26.1383056640625
psample_2000,1.3281446792919462,174676,231995,23.092985153198242
psample_2000,1.9300411522633745,4131,7973,26.604413986206055
psample_2000,40.0,1,40,36.56768798828125
psample_2000,1.172528456324338,7819,9168,30.057668685913086
